web-scraper-order,web-scraper-start-url,link,link-href,Name,Price,Image
"1553486684-1487","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Bánh","https://www.adayroi.com/banh-c697","Bánh que Toppo nhân sô cô la ca cao hộp 40g","17.000đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486709-1598","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Thực phẩm bổ dưỡng","https://www.adayroi.com/thuc-pham-bo-duong-c692","Nước uống hồng sâm Hàn Quốc Red Ginseng Power hộp 1050ml (70ml x 15 gói)","290.000đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486662-1402","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Hoa tươi","https://www.adayroi.com/hoa-tuoi-c658","Bó hoa tươi Hoa Yêu Thương - Tương Tư","1.320.000đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486702-1559","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Thức uống","https://www.adayroi.com/thuc-uong-c713","Nước giải khát có gas Coca Cola chai 390ml","6.500đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486768-1785","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Gia vị","https://www.adayroi.com/gia-vi-c676","Tương ớt Cholimex chai 250g","11.200đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486768-1773","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Gia vị","https://www.adayroi.com/gia-vi-c676","Mì chính Plus Ajinomoto gói 1kg","83.500đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486702-1561","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Thức uống","https://www.adayroi.com/thuc-uong-c713","Thức uống từ mầm lúa mạch Milo Nestlé hộp 400g","64.700đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486736-1679","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Thực phẩm ăn liền","https://www.adayroi.com/thuc-pham-an-lien-c671","Mì bò sợi phở 3 Miền Reeva gói 65g","3.200đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486709-1580","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Thực phẩm bổ dưỡng","https://www.adayroi.com/thuc-pham-bo-duong-c692","Combo 4 Hộp Yến sào hồng sâm cao cấp Bionest Ginseng - hộp tiết kiệm (24 lọ x 70ml)","952.000đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486693-1522","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Đồ ăn vặt","https://www.adayroi.com/do-an-vat-c707","Snack khoai tây vị muối Flutes Oishi gói 40g","5.100đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486749-1737","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Thực phẩm tươi","https://www.adayroi.com/thuc-pham-tuoi-c595","Trứng gà tiềm ăn liền V.Food túi 80g","7.900đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486768-1783","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Gia vị","https://www.adayroi.com/gia-vi-c676","Dầu hào Maggi chai 350g","20.700đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486749-1741","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Thực phẩm tươi","https://www.adayroi.com/thuc-pham-tuoi-c595","Giò gà ta Thủy Hùng đặc biệt gói 500g","245.000đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486744-1710","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Thực phẩm khô","https://www.adayroi.com/thuc-pham-kho-c670","Bánh bông lan trà xanh cuộn 85g","12.000đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486684-1473","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Bánh","https://www.adayroi.com/banh-c697","Bánh quế vị kem cam Cosy Kinh Đô gói 132g","12.500đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486662-1416","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Hoa tươi","https://www.adayroi.com/hoa-tuoi-c658","Bình hoa tươi Hoa Yêu Thương - Màu Nỗi Nhớ","1.100.000đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486768-1769","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Gia vị","https://www.adayroi.com/gia-vi-c676","Dầu đậu nành Simply chai 2L","96.400đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486709-1584","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Thực phẩm bổ dưỡng","https://www.adayroi.com/thuc-pham-bo-duong-c692","Combo 4 Hộp Yến sào cao cấp Bionest Gold - hộp tiết kiệm (24 lọ x 70ml)","872.000đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486768-1766","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Gia vị","https://www.adayroi.com/gia-vi-c676","Đường tinh luyện Biên Hòa gói 1kg","21.500đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486749-1722","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Thực phẩm tươi","https://www.adayroi.com/thuc-pham-tuoi-c595","Trứng vịt Ba Huân hộp 10 quả","37.400đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486662-1415","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Hoa tươi","https://www.adayroi.com/hoa-tuoi-c658","Bình hoa tươi Hoa Yêu Thương - For Lady","1.100.000đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486744-1696","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Thực phẩm khô","https://www.adayroi.com/thuc-pham-kho-c670","Gạo lứt đen hữu cơ ECOBA Huyền Mễ 1kg","112.200đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486768-1758","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Gia vị","https://www.adayroi.com/gia-vi-c676","Dầu ăn thượng hạng Neptune Gold chai 1L","39.700đ","https://media-ak.static-adayroi.com/240_240/70/hf7/ha3/16695637245982.jpg"
"1553486709-1569","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Thực phẩm bổ dưỡng","https://www.adayroi.com/thuc-pham-bo-duong-c692","Cao hồng sâm 6 năm Sobaek Korea (240g x 2 hũ)","1.700.000đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486768-1759","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Gia vị","https://www.adayroi.com/gia-vi-c676","Nước chấm Nam Ngư Chin-su 3 trong 1 chai 900ml","35.000đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486693-1519","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Đồ ăn vặt","https://www.adayroi.com/do-an-vat-c707","Bánh lát khoai tây vị phô mai Slide hộp 75g","24.800đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486693-1523","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Đồ ăn vặt","https://www.adayroi.com/do-an-vat-c707","Snack nhân đậu phộng Pinattsu Oishi vị nước cốt dừa gói 48g","5.000đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486736-1655","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Thực phẩm ăn liền","https://www.adayroi.com/thuc-pham-an-lien-c671","Mì xào khô vị bò cay Goreng RenDang gói 91g","4.600đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486675-1423","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Kẹo","https://www.adayroi.com/keo-c3325600174461076","Sô cô la KitKat Chunky gói 38g","13.000đ","https://media-ak.static-adayroi.com/240_240/70/h25/hea/15027570016286.jpg"
"1553486675-1453","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Kẹo","https://www.adayroi.com/keo-c3325600174461076","Kẹo gum hương bạc hà chanh Xylitol Lotte gói 11.6g","5.200đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486675-1421","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Kẹo","https://www.adayroi.com/keo-c3325600174461076","Kẹo nhai hương trái cây có nhân Dynamite gói 125g","11.100đ","https://media-ak.static-adayroi.com/240_240/70/h2b/hb2/9618790711326.jpg"
"1553486702-1552","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Thức uống","https://www.adayroi.com/thuc-uong-c713","Trà Ice Tea vị đào Lipton hộp 224g","36.100đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486768-1778","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Gia vị","https://www.adayroi.com/gia-vi-c676","Dầu hạt cải Simply chai 1L","54.500đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486675-1451","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Kẹo","https://www.adayroi.com/keo-c3325600174461076","Kẹo cà phê nhân vani Esprézzo gói 150g","15.000đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486702-1560","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Thức uống","https://www.adayroi.com/thuc-uong-c713","Cà phê hòa tan 3in1 G7 gói 800g","118.900đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486744-1690","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Thực phẩm khô","https://www.adayroi.com/thuc-pham-kho-c670","Ngũ cốc dinh dưỡng hương sô cô la Calsome gói 500g","60.800đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486749-1738","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Thực phẩm tươi","https://www.adayroi.com/thuc-pham-tuoi-c595","Giò bê bò hấp Nhật Minh cây 500g","135.000đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486662-1405","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Hoa tươi","https://www.adayroi.com/hoa-tuoi-c658","Giỏ hoa tươi Hoa Yêu Thương - Thay Lời Muốn Nói","1.320.000đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486675-1432","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Kẹo","https://www.adayroi.com/keo-c3325600174461076","Kẹo cà phê Coffeeshot Cappuccino Kopiko gói 150g","18.000đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486662-1383","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Hoa tươi","https://www.adayroi.com/hoa-tuoi-c658","Bó hoa tươi Hoa Yêu Thương - Đắm Say","550.000đ","https://media-ak.static-adayroi.com/240_240/70/h5d/hf3/16939216535582.jpg"
"1553486684-1478","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Bánh","https://www.adayroi.com/banh-c697","Bánh sô cô la KitKat Nestlé gói 12 thanh x 17g","69.800đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486675-1438","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Kẹo","https://www.adayroi.com/keo-c3325600174461076","Kẹo gum hương bạc hà Doublemint hộp 58.4g","17.400đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486768-1764","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Gia vị","https://www.adayroi.com/gia-vi-c676","Tương ớt Cholimex chai 270g","9.200đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486675-1446","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Kẹo","https://www.adayroi.com/keo-c3325600174461076","Kẹo cay bạc hà không đường Fisherman's Friend gói 25g","19.900đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486768-1788","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Gia vị","https://www.adayroi.com/gia-vi-c676","Nước tương đậu nành Hương Việt chai 500ml","7.200đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486684-1459","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Bánh","https://www.adayroi.com/banh-c697","Snack que nhân sữa Akiko Oishi gói 160g","20.200đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486693-1503","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Đồ ăn vặt","https://www.adayroi.com/do-an-vat-c707","Snack khoai tây Lay's Stax vị mực cay lon 110g","23.500đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486684-1482","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Bánh","https://www.adayroi.com/banh-c697","Bánh kem xốp hương sô cô la Kexo Hữu Nghị gói 145g","11.700đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486693-1491","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Đồ ăn vặt","https://www.adayroi.com/do-an-vat-c707","Bánh snack khoai tây vị bò bít tết Manhattan Poca gói 30g","6.500đ","https://media-ak.static-adayroi.com/240_240/70/hfd/h99/9506735456286.jpg"
"1553486662-1401","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Hoa tươi","https://www.adayroi.com/hoa-tuoi-c658","Giỏ hoa tươi Hoa Yêu Thương - Yêu Thương Dịu Dàng","1.650.000đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486709-1589","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Thực phẩm bổ dưỡng","https://www.adayroi.com/thuc-pham-bo-duong-c692","Combo 2 Hộp Yến sào hồng sâm cao cấp Bionest Ginseng - hộp tiết kiệm (12 lọ x 70ml)","476.000đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486684-1457","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Bánh","https://www.adayroi.com/banh-c697","Bánh gạo One-One vị bò nướng gói 150g","19.700đ","https://media-ak.static-adayroi.com/240_240/70/he2/hca/15027567394846.jpg"
"1553486662-1397","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Hoa tươi","https://www.adayroi.com/hoa-tuoi-c658","Bình hoa tươi Hoa Yêu Thương - Hoàng Hôn Tím","1.870.000đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486662-1384","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Hoa tươi","https://www.adayroi.com/hoa-tuoi-c658","Bình hoa tươi Hoa Yêu Thương - Vũ Khúc Hướng Dương","2.750.000đ","https://media-ak.static-adayroi.com/240_240/70/hda/h56/16950168649758.jpg"
"1553486736-1650","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Thực phẩm ăn liền","https://www.adayroi.com/thuc-pham-an-lien-c671","Mì 3 Miền chay lá đa Reeva gói 65g","3.200đ","https://media-ak.static-adayroi.com/240_240/70/hcb/h91/10215341752350.jpg"
"1553486693-1495","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Đồ ăn vặt","https://www.adayroi.com/do-an-vat-c707","Snack Toonies vị cay gói 38g","5.300đ","https://media-ak.static-adayroi.com/240_240/70/hef/hc4/12658298028062.jpg"
"1553486684-1461","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Bánh","https://www.adayroi.com/banh-c697","Bánh Choco-Pie Orion hộp 396g","47.500đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486736-1669","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Thực phẩm ăn liền","https://www.adayroi.com/thuc-pham-an-lien-c671","Mì ăn liền Đệ Nhất Mì Gia hương vị thịt bằm Acecook 82g","5.800đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486744-1703","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Thực phẩm khô","https://www.adayroi.com/thuc-pham-kho-c670","Ngũ cốc vị mật ong Nestlé hộp 300g","85.200đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486736-1658","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Thực phẩm ăn liền","https://www.adayroi.com/thuc-pham-an-lien-c671","Mì chay hương vị rau nấm Hảo Hảo gói 74g","3.600đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486684-1470","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Bánh","https://www.adayroi.com/banh-c697","Bánh Chocopie Orion vị cacao hộp 360g","47.500đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486693-1492","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Đồ ăn vặt","https://www.adayroi.com/do-an-vat-c707","Snack Toonies vị phô mai Orion gói 36g","5.300đ","https://media-ak.static-adayroi.com/240_240/70/h03/hf7/9534199431198.jpg"
"1553486744-1702","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Thực phẩm khô","https://www.adayroi.com/thuc-pham-kho-c670","Gạo nếp cái hoa vàng túi 2kg","70.200đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486675-1426","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Kẹo","https://www.adayroi.com/keo-c3325600174461076","Socola trứng Kinder Joy bé gái hộp 20g","16.900đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486662-1391","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Hoa tươi","https://www.adayroi.com/hoa-tuoi-c658","Bó hoa tươi Hoa Yêu Thương - Tình Yêu Vĩnh Cửu","1.980.000đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486709-1576","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Thực phẩm bổ dưỡng","https://www.adayroi.com/thuc-pham-bo-duong-c692","Combo 6 Hộp Yến sào cho bé biếng ăn Bionest Kids - hộp tiết kiệm (36 lọ x 70ml)","1.248.000đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486749-1734","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Thực phẩm tươi","https://www.adayroi.com/thuc-pham-tuoi-c595","Cá linh tươi","43.000đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486709-1587","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Thực phẩm bổ dưỡng","https://www.adayroi.com/thuc-pham-bo-duong-c692","Nước giải khát hồng sâm có củ Chungpo 12 chai x 120ml","700.000đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486744-1708","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Thực phẩm khô","https://www.adayroi.com/thuc-pham-kho-c670","Ngũ cốc dinh dưỡng nguyên cám ít đường NesVita Nestlé gói 400g","62.000đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486702-1558","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Thức uống","https://www.adayroi.com/thuc-uong-c713","Nước cốt gà Brand's hộp 70ml","40.600đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486702-1546","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Thức uống","https://www.adayroi.com/thuc-uong-c713","Nước uống Isotonic 7 Up Revive chai 500ml","8.000đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486736-1673","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Thực phẩm ăn liền","https://www.adayroi.com/thuc-pham-an-lien-c671","Mì khoai tây vị cua bể rau răm Cung Đình gói 80g","5.300đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486675-1448","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Kẹo","https://www.adayroi.com/keo-c3325600174461076","Sô cô la KitKat Bites gói 40g","18.900đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486693-1515","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Đồ ăn vặt","https://www.adayroi.com/do-an-vat-c707","Snack Doritos Smokin' BBQ gói 65g","19.500đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
"1553486675-1419","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Kẹo","https://www.adayroi.com/keo-c3325600174461076","Kẹo sô cô la Snickers gói 51g","11.200đ","https://media-ak.static-adayroi.com/240_240/70/h02/h7f/9606025117726.jpg"
"1553486768-1760","https://www.adayroi.com/thuc-pham-c591?itm_source=Menu_TP_CATE1_HTD&itm_medium=PC&itm_campaign=ThucPham","Gia vị","https://www.adayroi.com/gia-vi-c676","Dầu ăn mầm ngô nguyên chất KiCo chai 1L + tặng 1 chai dầu ngô Kico 1L","70.000đ","https://css-ak.static-adayroi.com/_ui/responsive/theme-alpha/images/logo-adayroi.svg"
